order_ref,customer_ref,sku,quantity,order_value_inr,placed_at,payment_method,status,delivery_promise_days,actual_delivery_days
KW-O-001325,KW-C-00098,KW-SKU-000154,1,54999,2026-02-24T05:34,cod,delivered,10,
KW-O-001326,KW-C-00083,KW-SKU-000403,3,12999,2026-03-04T13:52,upi,returned,10,2
KW-O-001327,KW-C-00417,KW-SKU-000567,2,799,2026-04-14T21:00,upi,shipped,2,2
KW-O-001328,KW-C-00132,KW-SKU-000166,1,799,2025-07-29T04:12,card,delivered,10,6
KW-O-001329,KW-C-00454,KW-SKU-000312,3,54999,2026-03-17T07:18,card,cancelled,3,
KW-O-001330,KW-C-00472,KW-SKU-000481,2,6499,2025-08-04T03:04,card,cancelled,2,14
KW-O-001331,KW-C-00305,KW-SKU-000328,1,12999,2026-04-15T20:10,upi,delivered,7,1
KW-O-001332,KW-C-00130,KW-SKU-000007,2,799,2025-11-03T13:11,netbanking,delivered,2,
KW-O-001333,KW-C-00198,KW-SKU-000106,1,299,2025-06-29T20:14,card,delivered,7,4
KW-O-001334,KW-C-00113,KW-SKU-000092,1,799,2026-07-25T19:00,upi,placed,3,9
KW-O-001335,KW-C-00300,KW-SKU-000389,1,24999,2026-06-07T12:49,card,placed,10,2
KW-O-001336,KW-C-00148,KW-SKU-000132,1,299,2026-02-08T17:53,wallet,cancelled,10,3
KW-O-001337,KW-C-00038,KW-SKU-000125,1,6499,2026-01-19T07:55,card,delivered,3,6
KW-O-001338,KW-C-00428,KW-SKU-000125,1,54999,2025-07-31T12:37,upi,delivered,7,14
KW-O-001339,KW-C-00140,KW-SKU-000540,1,2999,2025-09-27T14:33,netbanking,placed,7,6
KW-O-001340,KW-C-00380,KW-SKU-000075,1,24999,2025-09-13T11:19,cod,delivered,2,4
KW-O-001341,KW-C-00413,KW-SKU-000356,1,12999,2026-07-15T02:54,upi,delivered,7,14
KW-O-001342,KW-C-00075,KW-SKU-000066,2,54999,2026-02-09T20:10,card,delivered,3,4
KW-O-001343,KW-C-00484,KW-SKU-000443,1,6499,2025-08-22T22:05,upi,delivered,7,1
KW-O-001344,KW-C-00330,KW-SKU-000294,1,2999,2026-02-13T16:56,upi,returned,2,4
KW-O-001345,KW-C-00328,KW-SKU-000435,1,2999,2026-01-19T02:11,upi,delivered,2,
KW-O-001346,KW-C-00327,KW-SKU-000495,1,12999,2025-07-12T17:25,upi,delivered,2,4
KW-O-001347,KW-C-00140,KW-SKU-000109,1,12999,2025-06-18T00:12,upi,returned,5,
KW-O-001348,KW-C-00428,KW-SKU-000510,1,6499,2026-01-31T09:29,wallet,delivered,10,
KW-O-001349,KW-C-00221,KW-SKU-000489,1,24999,2025-12-17T11:24,upi,delivered,5,4
KW-O-001350,KW-C-00340,KW-SKU-000495,1,12999,2025-08-05T19:07,card,returned,10,4
KW-O-001351,KW-C-00009,KW-SKU-000084,2,799,2026-06-10T08:40,upi,delivered,10,
KW-O-001352,KW-C-00329,KW-SKU-000018,1,12999,2026-01-02T01:17,card,placed,5,1
KW-O-001353,KW-C-00247,KW-SKU-000584,1,799,2026-03-06T07:20,upi,delivered,3,14
KW-O-001354,KW-C-00258,KW-SKU-000050,1,2999,2026-04-12T16:22,wallet,delivered,3,6
KW-O-001355,KW-C-00218,KW-SKU-000097,1,12999,2025-08-06T03:43,cod,placed,7,3
KW-O-001356,KW-C-00262,KW-SKU-000026,1,299,2026-06-21T09:22,upi,delivered,2,2
KW-O-001357,KW-C-00491,KW-SKU-000120,1,12999,2025-10-01T22:56,upi,cancelled,3,3
KW-O-001358,KW-C-00123,KW-SKU-000083,1,24999,2025-11-17T05:28,upi,shipped,2,4
KW-O-001359,KW-C-00435,KW-SKU-000352,2,24999,2026-07-15T13:47,card,shipped,7,2
KW-O-001360,KW-C-00047,KW-SKU-000194,1,1499,2025-12-27T06:13,upi,delivered,3,3
KW-O-001361,KW-C-00161,KW-SKU-000503,1,54999,2025-11-10T22:09,cod,shipped,2,6
KW-O-001362,KW-C-00006,KW-SKU-000258,1,54999,2025-10-02T16:59,upi,cancelled,5,2
KW-O-001363,KW-C-00332,KW-SKU-000520,1,6499,2026-03-21T11:08,card,placed,5,3
KW-O-001364,KW-C-00115,KW-SKU-000002,2,12999,2026-02-18T16:47,upi,cancelled,10,
KW-O-001365,KW-C-00311,KW-SKU-000229,1,1499,2026-06-26T08:43,upi,delivered,5,
KW-O-001366,KW-C-00113,KW-SKU-000533,1,799,2025-10-01T01:51,upi,delivered,2,3
KW-O-001367,KW-C-00043,KW-SKU-000245,1,799,2025-09-30T18:52,upi,delivered,3,4
KW-O-001368,KW-C-00054,KW-SKU-000030,1,2999,2025-07-16T18:34,upi,delivered,2,3
KW-O-001369,KW-C-00207,KW-SKU-000590,1,6499,2025-12-26T10:14,wallet,cancelled,3,4
KW-O-001370,KW-C-00421,KW-SKU-000129,1,1499,2025-09-23T16:14,cod,delivered,3,9
KW-O-001371,KW-C-00030,KW-SKU-000589,1,799,2026-06-10T22:32,card,placed,10,9
KW-O-001372,KW-C-00490,KW-SKU-000531,1,1499,2026-05-14T19:51,card,returned,2,14
KW-O-001373,KW-C-00071,KW-SKU-000384,1,299,2025-10-29T16:37,upi,delivered,3,
KW-O-001374,KW-C-00190,KW-SKU-000109,1,799,2025-07-29T21:16,cod,cancelled,5,6
KW-O-001375,KW-C-00276,KW-SKU-000003,1,6499,2025-12-15T17:20,netbanking,delivered,3,2
KW-O-001376,KW-C-00114,KW-SKU-000213,1,6499,2025-08-20T17:18,upi,delivered,5,9
KW-O-001377,KW-C-00157,KW-SKU-000031,1,54999,2026-02-05T14:43,cod,placed,5,4
KW-O-001378,KW-C-00164,KW-SKU-000519,1,2999,2026-03-10T22:45,cod,delivered,2,2
KW-O-001379,KW-C-00014,KW-SKU-000568,2,2999,2026-07-09T09:58,upi,delivered,3,6
KW-O-001380,KW-C-00246,KW-SKU-000566,1,12999,2026-06-24T15:25,upi,delivered,3,
KW-O-001381,KW-C-00190,KW-SKU-000436,1,799,2025-07-31T20:42,upi,cancelled,3,4
KW-O-001382,KW-C-00228,KW-SKU-000016,1,24999,2025-07-03T06:08,wallet,delivered,7,4
KW-O-001383,KW-C-00046,KW-SKU-000102,1,799,2025-12-05T07:05,wallet,delivered,2,9
KW-O-001384,KW-C-00380,KW-SKU-000225,1,2999,2026-02-24T02:22,upi,delivered,3,6
KW-O-001385,KW-C-00117,KW-SKU-000499,1,799,2025-07-21T16:54,netbanking,placed,3,
KW-O-001386,KW-C-00014,KW-SKU-000424,1,1499,2025-11-18T10:11,cod,cancelled,5,9
KW-O-001387,KW-C-00066,KW-SKU-000046,1,799,2026-07-14T05:17,upi,delivered,7,6
KW-O-001388,KW-C-00152,KW-SKU-000441,1,54999,2025-09-14T00:03,card,delivered,5,1
KW-O-001389,KW-C-00483,KW-SKU-000336,2,299,2026-05-03T04:06,upi,cancelled,7,
KW-O-001390,KW-C-00066,KW-SKU-000024,2,1499,2025-09-08T07:23,cod,delivered,2,9
KW-O-001391,KW-C-00280,KW-SKU-000023,2,12999,2026-06-12T15:04,wallet,delivered,2,2
KW-O-001392,KW-C-00276,KW-SKU-000269,1,24999,2026-04-25T06:11,upi,delivered,10,2
KW-O-001393,KW-C-00134,KW-SKU-000301,3,299,2026-05-20T18:34,netbanking,delivered,5,2
KW-O-001394,KW-C-00472,KW-SKU-000333,1,6499,2026-03-21T16:30,card,delivered,2,2
KW-O-001395,KW-C-00330,KW-SKU-000510,1,2999,2026-04-09T01:27,card,returned,2,4
KW-O-001396,KW-C-00442,KW-SKU-000080,1,299,2025-12-24T09:03,upi,delivered,2,14
KW-O-001397,KW-C-00009,KW-SKU-000584,1,6499,2026-06-14T05:38,cod,delivered,7,9
KW-O-001398,KW-C-00265,KW-SKU-000263,1,299,2026-02-02T15:18,card,cancelled,2,1
KW-O-001399,KW-C-00365,KW-SKU-000422,1,12999,2026-01-20T20:50,card,delivered,10,4
KW-O-001400,KW-C-00374,KW-SKU-000548,2,12999,2026-01-23T01:04,card,delivered,5,3
KW-O-001401,KW-C-00202,KW-SKU-000435,1,54999,2026-01-12T10:15,upi,shipped,3,1
KW-O-001402,KW-C-00308,KW-SKU-000339,1,799,2026-06-07T19:59,netbanking,shipped,2,14
KW-O-001403,KW-C-00090,KW-SKU-000381,1,799,2026-03-08T11:36,upi,delivered,2,6
KW-O-001404,KW-C-00055,KW-SKU-000346,2,54999,2025-12-10T23:51,cod,returned,2,
KW-O-001405,KW-C-00036,KW-SKU-000443,1,54999,2025-12-23T18:39,netbanking,delivered,7,4
KW-O-001406,KW-C-00320,KW-SKU-000040,1,2999,2025-08-25T05:31,wallet,shipped,3,2
KW-O-001407,KW-C-00205,KW-SKU-000483,1,12999,2026-05-29T13:18,upi,delivered,7,6
KW-O-001408,KW-C-00142,KW-SKU-000388,1,6499,2026-01-20T14:02,upi,returned,10,3
KW-O-001409,KW-C-00349,KW-SKU-000315,1,2999,2025-12-19T13:28,card,cancelled,2,2
KW-O-001410,KW-C-00442,KW-SKU-000454,1,6499,2025-12-12T09:40,netbanking,delivered,5,
KW-O-001411,KW-C-00399,KW-SKU-000592,1,12999,2025-10-07T09:54,netbanking,shipped,5,6
KW-O-001412,KW-C-00465,KW-SKU-000589,3,299,2026-07-24T05:59,cod,delivered,5,14
KW-O-001413,KW-C-00435,KW-SKU-000557,1,24999,2026-02-26T06:31,card,returned,10,3
KW-O-001414,KW-C-00286,KW-SKU-000515,1,299,2026-01-18T00:00,upi,delivered,3,
KW-O-001415,KW-C-00341,KW-SKU-000488,1,6499,2026-04-11T23:09,cod,delivered,3,
KW-O-001416,KW-C-00023,KW-SKU-000329,1,1499,2026-07-24T21:59,upi,delivered,10,
KW-O-001417,KW-C-00216,KW-SKU-000129,2,54999,2025-09-10T14:47,upi,delivered,7,14
KW-O-001418,KW-C-00355,KW-SKU-000409,1,799,2026-05-03T13:29,upi,delivered,5,3
KW-O-001419,KW-C-00429,KW-SKU-000259,1,2999,2026-03-29T22:55,card,delivered,10,
KW-O-001420,KW-C-00271,KW-SKU-000363,1,54999,2025-06-19T09:51,upi,shipped,5,14
KW-O-001421,KW-C-00407,KW-SKU-000425,1,6499,2025-11-19T11:21,cod,delivered,7,
KW-O-001422,KW-C-00139,KW-SKU-000034,1,54999,2025-09-01T13:52,cod,delivered,2,3
KW-O-001423,KW-C-00487,KW-SKU-000018,1,12999,2026-03-18T00:37,upi,delivered,10,6
KW-O-001424,KW-C-00327,KW-SKU-000551,1,12999,2025-07-05T04:00,card,delivered,3,
KW-O-001425,KW-C-00486,KW-SKU-000273,2,6499,2025-12-25T00:44,upi,delivered,7,14
KW-O-001426,KW-C-00107,KW-SKU-000247,2,6499,2026-04-21T19:57,netbanking,placed,5,1
KW-O-001427,KW-C-00487,KW-SKU-000220,1,54999,2026-02-27T14:17,card,returned,7,3
KW-O-001428,KW-C-00320,KW-SKU-000146,1,12999,2026-07-22T11:06,upi,cancelled,7,1
KW-O-001429,KW-C-00430,KW-SKU-000161,1,24999,2026-01-05T04:32,cod,placed,7,14
KW-O-001430,KW-C-00015,KW-SKU-000191,1,24999,2026-08-01T01:02,wallet,delivered,10,3
KW-O-001431,KW-C-00100,KW-SKU-000369,1,54999,2026-01-15T02:33,upi,delivered,2,14
KW-O-001432,KW-C-00114,KW-SKU-000489,1,54999,2026-03-10T00:34,wallet,delivered,5,
KW-O-001433,KW-C-00215,KW-SKU-000294,1,799,2025-08-28T20:10,upi,delivered,7,9
KW-O-001434,KW-C-00437,KW-SKU-000482,2,12999,2025-06-24T05:38,upi,delivered,2,14
KW-O-001435,KW-C-00178,KW-SKU-000437,1,299,2025-08-03T19:40,upi,delivered,3,1
KW-O-001436,KW-C-00342,KW-SKU-000047,1,799,2026-06-13T20:12,card,delivered,5,1
KW-O-001437,KW-C-00106,KW-SKU-000491,1,1499,2025-09-25T05:14,cod,delivered,3,6
KW-O-001438,KW-C-00050,KW-SKU-000565,1,24999,2026-01-11T22:48,upi,delivered,10,2
KW-O-001439,KW-C-00330,KW-SKU-000178,1,6499,2025-09-07T00:22,upi,delivered,3,2
KW-O-001440,KW-C-00277,KW-SKU-000159,1,799,2025-08-29T11:13,card,cancelled,10,9
KW-O-001441,KW-C-00042,KW-SKU-000148,1,2999,2025-08-20T20:29,cod,delivered,2,9
KW-O-001442,KW-C-00221,KW-SKU-000443,1,6499,2026-04-02T05:39,card,delivered,5,4
KW-O-001443,KW-C-00369,KW-SKU-000493,1,6499,2025-11-15T18:49,cod,delivered,5,14
KW-O-001444,KW-C-00242,KW-SKU-000490,1,12999,2025-12-12T14:28,card,delivered,3,
KW-O-001445,KW-C-00404,KW-SKU-000139,1,799,2026-06-11T05:44,netbanking,delivered,2,14
KW-O-001446,KW-C-00183,KW-SKU-000047,2,12999,2025-10-08T09:28,upi,shipped,7,3
KW-O-001447,KW-C-00441,KW-SKU-000312,1,2999,2026-01-09T05:49,wallet,shipped,10,
KW-O-001448,KW-C-00301,KW-SKU-000246,1,6499,2026-06-20T23:05,cod,placed,3,14
KW-O-001449,KW-C-00084,KW-SKU-000518,1,6499,2026-05-17T00:44,upi,delivered,10,2
KW-O-001450,KW-C-00150,KW-SKU-000018,1,1499,2025-07-17T18:31,upi,cancelled,7,9
KW-O-001451,KW-C-00427,KW-SKU-000288,1,12999,2025-10-27T05:40,upi,placed,10,1
KW-O-001452,KW-C-00009,KW-SKU-000292,1,799,2025-09-24T16:18,wallet,placed,2,2
KW-O-001453,KW-C-00304,KW-SKU-000286,1,2999,2025-09-19T23:04,upi,returned,3,14
KW-O-001454,KW-C-00224,KW-SKU-000541,2,6499,2026-03-17T10:09,upi,delivered,5,9
KW-O-001455,KW-C-00040,KW-SKU-000596,1,2999,2025-06-30T15:34,cod,delivered,2,2
KW-O-001456,KW-C-00261,KW-SKU-000309,1,54999,2026-02-13T11:44,cod,returned,2,4
KW-O-001457,KW-C-00029,KW-SKU-000047,1,799,2026-06-12T23:42,netbanking,delivered,5,4
KW-O-001458,KW-C-00463,KW-SKU-000461,1,299,2025-08-18T01:08,cod,returned,2,3
KW-O-001459,KW-C-00361,KW-SKU-000455,1,2999,2025-08-26T21:14,card,delivered,2,2
KW-O-001460,KW-C-00050,KW-SKU-000296,1,24999,2025-06-11T19:06,card,delivered,10,3
KW-O-001461,KW-C-00486,KW-SKU-000267,1,299,2025-10-09T02:24,upi,shipped,7,9
KW-O-001462,KW-C-00433,KW-SKU-000436,2,299,2026-01-03T00:44,card,delivered,2,6
KW-O-001463,KW-C-00174,KW-SKU-000555,1,6499,2025-12-18T04:58,cod,shipped,10,1
KW-O-001464,KW-C-00489,KW-SKU-000310,1,799,2025-07-02T15:39,cod,delivered,2,2
KW-O-001465,KW-C-00312,KW-SKU-000416,1,1499,2026-02-17T02:57,upi,delivered,3,6
KW-O-001466,KW-C-00248,KW-SKU-000447,1,12999,2026-06-26T09:11,card,delivered,5,14
KW-O-001467,KW-C-00162,KW-SKU-000483,1,6499,2025-10-01T15:02,card,delivered,5,1
KW-O-001468,KW-C-00302,KW-SKU-000269,1,24999,2026-04-03T19:17,wallet,delivered,7,9
KW-O-001469,KW-C-00450,KW-SKU-000108,1,1499,2025-12-24T15:43,upi,delivered,2,6
KW-O-001470,KW-C-00195,KW-SKU-000056,1,299,2025-08-21T19:46,netbanking,delivered,5,9
KW-O-001471,KW-C-00021,KW-SKU-000570,1,54999,2026-06-23T01:17,wallet,delivered,5,1
KW-O-001472,KW-C-00138,KW-SKU-000296,1,6499,2025-12-28T09:12,cod,delivered,3,6
KW-O-001473,KW-C-00383,KW-SKU-000414,1,299,2025-09-27T23:04,upi,placed,5,1
KW-O-001474,KW-C-00168,KW-SKU-000126,1,24999,2025-07-27T16:54,netbanking,cancelled,7,6
KW-O-001475,KW-C-00022,KW-SKU-000300,1,799,2026-05-18T10:19,upi,delivered,10,2
KW-O-001476,KW-C-00076,KW-SKU-000005,1,24999,2026-01-22T08:42,upi,placed,2,1
KW-O-001477,KW-C-00273,KW-SKU-000079,2,2999,2026-05-06T17:22,upi,delivered,3,4
KW-O-001478,KW-C-00200,KW-SKU-000420,1,299,2026-06-05T12:21,upi,shipped,7,2
KW-O-001479,KW-C-00019,KW-SKU-000029,1,24999,2026-02-12T19:49,card,delivered,7,9
KW-O-001480,KW-C-00363,KW-SKU-000549,2,299,2025-09-01T11:59,cod,cancelled,10,6
KW-O-001481,KW-C-00259,KW-SKU-000290,3,12999,2025-10-24T10:09,upi,shipped,7,
KW-O-001482,KW-C-00409,KW-SKU-000046,1,54999,2026-06-16T22:12,card,shipped,3,3
KW-O-001483,KW-C-00153,KW-SKU-000120,1,299,2025-12-05T00:10,netbanking,delivered,3,2
KW-O-001484,KW-C-00081,KW-SKU-000463,3,12999,2026-03-15T20:15,upi,delivered,3,14
KW-O-001485,KW-C-00466,KW-SKU-000287,1,299,2026-06-02T16:06,cod,delivered,2,3
KW-O-001486,KW-C-00176,KW-SKU-000598,2,6499,2025-07-12T06:43,wallet,delivered,7,1
KW-O-001487,KW-C-00090,KW-SKU-000169,1,24999,2025-08-16T17:59,cod,placed,3,14
KW-O-001488,KW-C-00380,KW-SKU-000014,2,299,2025-08-20T23:15,card,delivered,2,2
KW-O-001489,KW-C-00447,KW-SKU-000172,1,24999,2026-04-16T17:30,wallet,delivered,3,9
KW-O-001490,KW-C-00316,KW-SKU-000360,2,799,2026-02-24T04:05,upi,delivered,7,2
KW-O-001491,KW-C-00361,KW-SKU-000423,1,24999,2026-05-11T17:02,cod,returned,10,14
KW-O-001492,KW-C-00197,KW-SKU-000055,1,12999,2025-11-04T04:12,card,cancelled,10,
KW-O-001493,KW-C-00474,KW-SKU-000147,2,1499,2025-10-31T09:42,card,cancelled,5,1
KW-O-001494,KW-C-00198,KW-SKU-000274,1,54999,2025-06-22T14:44,upi,returned,3,
KW-O-001495,KW-C-00418,KW-SKU-000548,2,6499,2025-08-21T15:21,cod,delivered,2,1
KW-O-001496,KW-C-00199,KW-SKU-000330,1,6499,2026-05-12T19:35,netbanking,returned,3,4
KW-O-001497,KW-C-00387,KW-SKU-000005,1,299,2025-06-28T14:17,card,delivered,7,1
KW-O-001498,KW-C-00311,KW-SKU-000508,2,24999,2026-07-26T21:33,card,cancelled,3,
KW-O-001499,KW-C-00319,KW-SKU-000005,1,54999,2026-03-24T01:32,cod,returned,5,4
